Data,Abertura,Max,Min,Fechamento,Volume,Mercado
7/6/2018,"6,638.69","6,700.94","6,533.55","6,673.50","4,313,959,936","114,350,502,582"
7/5/2018,"6,599.71","6,749.54","6,546.65","6,639.14","4,999,240,192","113,748,385,620"
7/4/2018,"6,550.87","6,771.92","6,450.46","6,597.55","4,176,689,920","113,024,522,547"
7/3/2018,"6,596.66","6,671.37","6,447.75","6,529.59","4,672,309,760","111,849,428,104"
7/2/2018,"6,380.38","6,683.86","6,305.70","6,614.18","4,396,930,048","113,288,832,522"
7/1/2018,"6,411.68","6,432.85","6,289.29","6,385.82","4,788,259,840","109,366,024,632"
6/30/2018,"6,214.22","6,465.51","6,214.22","6,404.00","4,543,860,224","109,665,618,200"
6/29/2018,"5,898.13","6,261.66","5,835.75","6,218.30","3,966,230,016","106,474,707,240"
6/28/2018,"6,153.16","6,170.41","5,873.05","5,903.44","3,467,800,064","101,072,353,482"
6/27/2018,"6,084.40","6,180.00","6,052.85","6,157.13","3,296,219,904","105,403,600,614"
6/26/2018,"6,253.55","6,290.16","6,093.67","6,093.67","3,279,759,872","104,307,939,200"
6/25/2018,"6,171.97","6,327.37","6,119.68","6,249.18","5,500,810,240","106,958,465,208"
6/24/2018,"6,164.28","6,223.78","5,826.41","6,173.23","4,566,909,952","105,646,571,668"
6/23/2018,"6,090.10","6,224.82","6,071.81","6,162.48","3,431,360,000","105,449,276,520"
6/22/2018,"6,737.88","6,747.08","6,006.60","6,083.69","5,079,810,048","104,088,814,967"
6/21/2018,"6,780.09","6,810.94","6,715.17","6,729.74","3,529,129,984","115,129,700,024"
6/20/2018,"6,770.76","6,821.56","6,611.88","6,776.55","3,888,640,000","115,916,357,344"
6/19/2018,"6,742.39","6,822.50","6,709.92","6,769.94","4,057,029,888","115,789,919,278"
6/18/2018,"6,510.07","6,781.14","6,446.68","6,734.82","4,039,200,000","115,176,197,712"
6/17/2018,"6,545.53","6,589.11","6,499.27","6,499.27","3,104,019,968","111,134,754,810"
6/16/2018,"6,455.45","6,592.49","6,402.29","6,550.16","3,194,170,112","111,992,015,616"
6/15/2018,"6,674.08","6,681.08","6,433.87","6,456.58","3,955,389,952","110,378,702,283"
6/14/2018,"6,342.75","6,707.14","6,334.46","6,675.35","5,138,710,016","114,106,009,748"
6/13/2018,"6,596.88","6,631.66","6,285.63","6,349.90","5,052,349,952","108,530,585,830"
6/12/2018,"6,905.82","6,907.96","6,542.08","6,582.36","4,654,380,032","112,491,874,164"
6/11/2018,"6,799.29","6,910.18","6,706.63","6,906.92","4,745,269,760","118,025,877,189"
6/10/2018,"7,499.55","7,499.55","6,709.07","6,786.02","5,804,839,936","115,948,312,827"
6/9/2018,"7,632.52","7,683.58","7,531.98","7,531.98","3,845,220,096","128,682,085,689"
6/8/2018,"7,685.14","7,698.19","7,558.40","7,624.92","4,227,579,904","130,256,218,613"
6/7/2018,"7,650.82","7,741.27","7,650.82","7,678.24","4,485,799,936","131,153,169,176"
6/6/2018,"7,625.97","7,680.43","7,502.01","7,653.98","4,692,259,840","130,725,095,161"
6/5/2018,"7,500.90","7,643.23","7,397.00","7,633.76","4,961,739,776","130,365,918,088"
6/4/2018,"7,722.53","7,753.82","7,474.04","7,514.47","4,993,169,920","128,312,205,314"
6/3/2018,"7,632.09","7,754.89","7,613.04","7,720.25","4,851,760,128","131,808,021,256"
6/2/2018,"7,536.72","7,695.83","7,497.26","7,643.45","4,939,299,840","130,481,526,036"
6/1/2018,"7,500.70","7,604.73","7,407.34","7,541.45","4,921,460,224","128,725,854,692"
5/31/2018,"7,406.15","7,608.90","7,361.13","7,494.17","5,127,130,112","127,902,999,390"
5/30/2018,"7,469.73","7,573.77","7,313.60","7,406.52","4,922,540,032","126,391,893,474"
5/29/2018,"7,129.46","7,526.42","7,090.68","7,472.59","5,662,660,096","127,502,651,064"
5/28/2018,"7,371.31","7,419.05","7,100.89","7,135.99","5,040,600,064","121,747,389,422"
5/27/2018,"7,362.08","7,381.74","7,270.96","7,368.22","4,056,519,936","125,695,017,596"
5/26/2018,"7,486.48","7,595.16","7,349.12","7,355.88","4,051,539,968","125,469,061,263"
5/25/2018,"7,592.30","7,659.14","7,392.65","7,480.14","4,867,829,760","127,573,690,458"
5/24/2018,"7,561.12","7,738.60","7,331.14","7,587.34","6,049,220,096","129,385,391,552"
5/23/2018,"8,037.08","8,054.66","7,507.88","7,557.82","6,491,120,128","128,868,479,514"
5/22/2018,"8,419.87","8,423.25","8,004.58","8,041.78","5,137,010,176","137,104,106,176"
5/21/2018,"8,522.33","8,557.52","8,365.12","8,418.99","5,154,990,080","143,518,943,480"
5/20/2018,"8,246.99","8,562.41","8,205.24","8,513.25","5,191,059,968","145,109,512,565"
5/19/2018,"8,255.73","8,372.06","8,183.35","8,247.18","4,712,399,872","140,559,162,894"
5/18/2018,"8,091.83","8,274.12","7,974.82","8,250.97","5,764,190,208","140,607,667,610"
5/17/2018,"8,370.05","8,445.54","8,054.12","8,094.32","5,862,530,048","137,923,772,714"
5/16/2018,"8,504.41","8,508.43","8,175.49","8,368.83","6,760,220,160","142,587,497,878"
5/15/2018,"8,705.19","8,836.19","8,456.45","8,510.38","6,705,710,080","144,979,744,412"
5/14/2018,"8,713.10","8,881.12","8,367.97","8,716.79","7,364,149,760","148,480,275,422"
5/13/2018,"8,515.49","8,773.55","8,395.12","8,723.94","5,866,379,776","148,587,777,457"
5/12/2018,"8,441.44","8,664.86","8,223.50","8,504.89","6,821,380,096","144,841,040,789"
5/11/2018,"9,052.96","9,052.96","8,394.46","8,441.49","8,488,520,192","143,743,802,092"
5/10/2018,"9,325.96","9,396.04","9,040.52","9,043.94","6,906,699,776","153,988,453,198"
5/9/2018,"9,223.73","9,374.76","9,031.62","9,325.18","7,226,890,240","158,758,858,205"
5/8/2018,"9,380.87","9,462.75","9,127.77","9,234.82","7,415,869,952","157,202,142,973"
5/7/2018,"9,645.67","9,665.85","9,231.53","9,373.01","7,394,019,840","159,538,115,686"
5/6/2018,"9,845.31","9,940.14","9,465.25","9,654.80","7,222,280,192","164,316,605,278"
5/5/2018,"9,700.28","9,964.50","9,695.12","9,858.15","7,651,939,840","167,759,953,654"
5/4/2018,"9,695.50","9,779.20","9,585.96","9,700.76","8,217,829,888","165,062,796,742"
5/3/2018,"9,233.97","9,798.33","9,188.15","9,743.86","10,207,299,584","165,778,380,092"
5/2/2018,"9,104.60","9,256.52","9,015.14","9,235.92","7,558,159,872","157,119,854,754"
5/1/2018,"9,251.47","9,255.88","8,891.05","9,119.01","7,713,019,904","155,114,132,125"
4/30/2018,"9,426.11","9,477.14","9,166.81","9,240.55","8,673,920,000","157,163,847,314"
4/29/2018,"9,346.41","9,531.49","9,193.71","9,419.08","8,853,000,192","160,182,287,342"
4/28/2018,"8,939.27","9,412.09","8,931.99","9,348.48","7,805,479,936","158,963,068,374"
4/27/2018,"9,290.63","9,375.47","8,987.05","8,987.05","7,566,289,920","152,802,874,822"
4/26/2018,"8,867.32","9,281.51","8,727.09","9,281.51","8,970,559,488","157,793,327,246"
4/25/2018,"9,701.03","9,745.32","8,799.84","8,845.74","11,083,100,160","150,369,282,696"
4/24/2018,"8,934.34","9,732.61","8,927.83","9,697.50","10,678,800,384","164,833,256,250"
4/23/2018,"8,794.39","8,958.55","8,788.81","8,930.88","6,925,190,144","151,784,994,312"
4/22/2018,"8,925.06","9,001.64","8,779.61","8,802.46","6,629,899,776","149,585,589,886"
4/21/2018,"8,848.79","8,997.57","8,652.15","8,895.58","7,548,550,144","151,150,137,128"
4/20/2018,"8,286.88","8,880.23","8,244.54","8,845.83","8,438,110,208","150,287,113,368"
4/19/2018,"8,159.27","8,298.69","8,138.78","8,294.31","7,063,209,984","140,902,801,023"
4/18/2018,"7,944.43","8,197.80","7,886.01","8,163.42","6,529,909,760","138,661,092,884"
4/17/2018,"8,071.66","8,285.96","7,881.72","7,902.09","6,900,879,872","134,206,623,206"
4/16/2018,"8,337.57","8,371.15","7,925.73","8,058.67","5,631,309,824","136,849,408,643"
4/15/2018,"7,999.33","8,338.42","7,999.33","8,329.11","5,244,480,000","141,427,138,383"
4/14/2018,"7,874.67","8,140.71","7,846.00","7,986.24","5,191,430,144","135,589,384,440"
4/13/2018,"7,901.09","8,183.96","7,758.93","7,895.96","7,764,460,032","134,043,001,354"
4/12/2018,"6,955.38","7,899.23","6,806.51","7,889.25","8,906,250,240","133,912,618,634"
4/11/2018,"6,843.47","6,968.32","6,817.59","6,968.32","4,641,889,792","118,267,198,080"
4/10/2018,"6,795.44","6,872.41","6,704.15","6,834.76","4,272,750,080","115,978,358,964"
4/9/2018,"7,044.32","7,178.11","6,661.99","6,770.73","4,894,060,032","114,886,335,694"
4/8/2018,"6,919.98","7,111.56","6,919.98","7,023.52","3,652,499,968","119,162,880,482"
4/7/2018,"6,630.51","7,050.54","6,630.51","6,911.09","3,976,610,048","117,241,368,688"
4/6/2018,"6,815.96","6,857.49","6,575.00","6,636.32","3,766,810,112","112,565,173,568"
4/5/2018,"6,848.65","6,933.82","6,644.80","6,811.47","5,639,320,064","115,524,404,354"
4/4/2018,"7,456.41","7,469.88","6,803.88","6,853.84","4,936,000,000","116,229,557,118"
4/3/2018,"7,102.26","7,530.94","7,072.49","7,456.11","5,499,700,224","126,429,245,883"
4/2/2018,"6,844.86","7,135.47","6,816.58","7,083.80","4,333,440,000","120,101,932,910"
4/1/2018,"7,003.06","7,060.95","6,526.87","6,844.23","4,532,100,096","116,026,809,075"
3/31/2018,"6,892.48","7,207.85","6,863.52","6,973.53","4,553,269,760","118,204,645,927"
3/30/2018,"7,171.45","7,276.66","6,683.93","6,890.52","6,289,509,888","116,786,562,165"
3/29/2018,"7,979.07","7,994.33","7,081.38","7,165.70","6,361,229,824","121,436,043,045"
3/28/2018,"7,836.83","8,122.89","7,809.17","7,954.48","4,935,289,856","134,788,265,876"
3/27/2018,"8,200.00","8,232.78","7,797.28","7,833.04","5,378,250,240","132,717,053,150"
3/26/2018,"8,498.47","8,530.08","7,921.43","8,209.40","5,921,039,872","139,078,211,968"
3/25/2018,"8,612.81","8,682.01","8,449.10","8,495.78","4,569,880,064","143,914,265,310"
3/24/2018,"8,901.95","8,996.18","8,665.70","8,668.12","5,664,600,064","146,818,882,936"
