Data,Abertura,Max,Min,Fechamento,Volume,Mercado
1/1/2019,"3,746.71","3,850.91","3,707.23","3,843.52","4,324,200,990","67,098,634,181"
12/31/2018,"3,866.84","3,868.74","3,725.87","3,742.70","4,661,840,806","65,331,499,158"
12/30/2018,"3,822.38","3,901.91","3,797.22","3,865.95","4,770,578,575","67,475,512,827"
12/29/2018,"3,932.49","3,963.76","3,820.41","3,820.41","4,991,655,917","66,672,244,158"
12/28/2018,"3,653.13","3,956.14","3,642.63","3,923.92","5,631,554,348","68,471,837,969"
12/27/2018,"3,854.69","3,874.42","3,645.45","3,654.83","5,130,222,366","63,768,757,101"
12/26/2018,"3,819.67","3,893.36","3,769.86","3,857.30","5,326,547,918","67,292,819,465"
12/25/2018,"4,081.03","4,089.56","3,760.02","3,815.49","6,158,207,293","66,556,033,172"
12/24/2018,"4,000.33","4,271.79","4,000.33","4,078.60","7,240,968,501","71,137,548,589"
12/23/2018,"4,020.99","4,085.72","3,976.41","3,998.98","6,151,275,490","69,741,217,417"
12/22/2018,"3,898.08","4,014.18","3,855.74","4,014.18","5,605,823,233","69,997,508,295"
12/21/2018,"4,133.70","4,198.43","3,850.95","3,896.54","7,206,015,706","67,937,650,255"
12/20/2018,"3,742.20","4,191.23","3,728.97","4,134.44","8,927,129,279","72,078,243,771"
12/19/2018,"3,706.82","3,949.32","3,687.23","3,745.95","6,810,689,119","65,299,132,785"
12/18/2018,"3,544.76","3,701.35","3,487.17","3,696.06","5,911,325,473","64,422,587,801"
12/17/2018,"3,253.12","3,597.92","3,253.12","3,545.86","5,409,247,918","61,798,926,687"
12/16/2018,"3,236.27","3,305.75","3,233.82","3,252.84","3,744,248,994","56,685,436,644"
12/15/2018,"3,244.00","3,275.38","3,191.30","3,236.76","3,551,763,561","56,400,691,425"
12/14/2018,"3,311.75","3,329.56","3,206.54","3,242.48","4,372,763,663","56,494,379,457"
12/13/2018,"3,487.88","3,489.74","3,298.13","3,313.68","4,343,372,456","57,728,688,216"
12/12/2018,"3,421.46","3,534.23","3,413.48","3,486.95","4,139,364,829","60,741,625,426"
12/11/2018,"3,497.55","3,513.18","3,392.25","3,424.59","4,696,765,188","59,650,201,102"
12/10/2018,"3,612.05","3,647.33","3,470.14","3,502.66","5,020,968,740","61,004,445,982"
12/9/2018,"3,473.23","3,685.31","3,469.09","3,614.23","4,947,372,847","62,942,160,928"
12/8/2018,"3,421.91","3,506.04","3,350.65","3,476.11","5,305,024,497","60,531,278,392"
12/7/2018,"3,512.59","3,512.59","3,280.23","3,419.94","6,835,615,448","59,547,645,578"
12/6/2018,"3,754.07","3,874.97","3,521.10","3,521.10","5,878,333,109","61,303,965,508"
12/5/2018,"3,958.89","3,969.54","3,753.99","3,753.99","5,302,481,574","65,352,496,336"
12/4/2018,"3,886.29","4,075.63","3,832.75","3,956.89","5,028,069,239","68,878,292,608"
12/3/2018,"4,147.32","4,155.98","3,840.45","3,894.13","5,089,570,994","67,779,050,170"
12/2/2018,"4,200.73","4,301.52","4,110.98","4,139.88","5,262,697,895","72,050,487,506"
12/1/2018,"4,024.46","4,309.38","3,969.71","4,214.67","5,375,314,093","73,346,194,969"
11/30/2018,"4,289.09","4,322.98","3,942.82","4,017.27","6,048,016,717","69,904,637,061"
11/29/2018,"4,269.00","4,413.02","4,145.77","4,278.85","6,503,347,767","74,451,016,927"
11/28/2018,"3,822.47","4,385.90","3,822.47","4,257.42","7,280,280,000","74,072,560,088"
11/27/2018,"3,765.95","3,862.96","3,661.01","3,820.72","5,998,720,000","66,468,970,322"
11/26/2018,"4,015.07","4,107.14","3,643.92","3,779.13","6,476,900,000","65,739,289,046"
11/25/2018,"3,880.78","4,120.87","3,585.06","4,009.97","6,825,640,000","69,749,265,801"
11/24/2018,"4,347.69","4,413.09","3,795.16","3,880.76","4,679,500,000","67,495,633,205"
11/23/2018,"4,360.70","4,396.42","4,195.68","4,347.11","4,871,490,000","75,598,851,166"
11/22/2018,"4,611.57","4,629.64","4,365.64","4,365.94","4,569,370,000","75,919,439,809"
11/21/2018,"4,465.54","4,675.73","4,343.98","4,602.17","6,120,120,000","80,020,171,047"
11/20/2018,"4,863.93","4,951.61","4,272.11","4,451.87","8,428,290,000","77,401,044,320"
11/19/2018,"5,620.78","5,620.78","4,842.91","4,871.49","7,039,560,000","84,688,539,692"
11/18/2018,"5,559.74","5,653.61","5,559.74","5,623.54","4,159,680,000","97,753,714,643"
11/17/2018,"5,578.58","5,578.58","5,519.56","5,554.33","4,303,150,000","96,542,098,114"
11/16/2018,"5,645.32","5,657.02","5,498.94","5,575.55","5,279,320,000","96,900,828,780"
11/15/2018,"5,736.15","5,774.82","5,358.38","5,648.03","7,032,140,000","98,151,606,541"
11/14/2018,"6,351.24","6,371.55","5,544.09","5,738.35","7,398,940,000","99,712,077,259"
11/13/2018,"6,373.19","6,395.27","6,342.67","6,359.49","4,503,800,000","110,494,466,204"
11/12/2018,"6,411.76","6,434.21","6,360.47","6,371.27","4,295,770,000","110,689,666,528"
11/11/2018,"6,413.63","6,423.25","6,350.17","6,411.27","3,939,060,000","111,373,453,740"
11/10/2018,"6,386.13","6,437.28","6,385.31","6,409.22","3,705,320,000","111,326,145,314"
11/9/2018,"6,442.60","6,456.46","6,373.37","6,385.62","4,346,820,000","110,905,767,441"
11/8/2018,"6,522.27","6,536.92","6,438.53","6,453.72","4,665,260,000","112,078,367,037"
11/7/2018,"6,468.50","6,552.16","6,468.31","6,530.14","4,941,260,000","113,395,632,955"
11/6/2018,"6,433.38","6,463.55","6,408.16","6,461.01","4,700,040,000","112,095,603,776"
11/5/2018,"6,363.62","6,480.59","6,363.62","6,419.66","4,174,800,000","111,456,211,022"
11/4/2018,"6,365.47","6,388.63","6,294.57","6,376.13","4,390,020,000","110,689,215,104"
11/3/2018,"6,387.24","6,400.07","6,342.37","6,361.26","3,658,640,000","110,421,212,888"
11/2/2018,"6,378.92","6,396.86","6,327.38","6,388.44","4,234,870,000","110,880,236,966"
11/1/2018,"6,318.14","6,547.14","6,311.83","6,377.78","3,789,400,000","110,683,820,788"
10/31/2018,"6,336.99","6,349.16","6,316.88","6,317.61","4,191,240,000","109,627,117,226"
10/30/2018,"6,337.04","6,364.99","6,310.14","6,334.27","3,781,100,000","109,903,543,419"
10/29/2018,"6,492.35","6,503.60","6,306.99","6,332.63","4,199,910,000","109,862,898,081"
10/28/2018,"6,482.66","6,502.28","6,447.91","6,486.39","3,445,190,000","112,518,434,372"
10/27/2018,"6,480.84","6,507.41","6,453.53","6,480.38","3,393,250,000","112,403,001,148"
10/26/2018,"6,468.44","6,498.29","6,449.61","6,474.75","3,306,050,000","112,294,341,019"
10/25/2018,"6,484.65","6,504.65","6,447.03","6,476.29","3,230,550,000","112,309,554,478"
10/24/2018,"6,478.89","6,521.99","6,468.86","6,495.84","3,424,670,000","112,637,293,966"
10/23/2018,"6,472.36","6,506.01","6,451.27","6,475.74","3,716,150,000","112,279,779,884"
10/22/2018,"6,486.05","6,543.80","6,462.98","6,487.16","3,672,860,000","112,465,213,723"
10/21/2018,"6,490.09","6,556.38","6,476.00","6,482.35","3,253,610,000","112,369,106,369"
10/20/2018,"6,460.92","6,497.72","6,449.00","6,489.19","3,379,130,000","112,476,559,221"
10/19/2018,"6,478.07","6,493.68","6,445.31","6,465.41","3,578,870,000","112,052,990,522"
10/18/2018,"6,542.33","6,567.54","6,450.04","6,476.71","3,924,080,000","112,237,252,159"
10/17/2018,"6,590.52","6,601.21","6,517.45","6,544.43","4,088,420,000","113,399,343,801"
10/16/2018,"6,601.41","6,673.59","6,571.37","6,596.11","4,074,800,000","114,283,707,152"
10/15/2018,"6,292.64","6,965.06","6,258.68","6,596.54","7,370,770,000","114,280,022,340"
10/14/2018,"6,288.49","6,363.21","6,280.15","6,290.93","3,085,320,000","108,972,590,373"
10/13/2018,"6,278.08","6,308.51","6,259.81","6,285.99","3,064,030,000","108,878,136,724"
10/12/2018,"6,239.25","6,328.50","6,236.47","6,274.58","3,783,500,000","108,669,526,315"
10/11/2018,"6,586.74","6,586.74","6,243.74","6,256.24","5,181,640,000","108,341,572,839"
10/10/2018,"6,640.29","6,640.29","6,538.96","6,585.53","3,787,650,000","114,030,835,912"
10/9/2018,"6,653.08","6,661.41","6,606.94","6,642.64","3,580,810,000","115,007,759,484"
10/8/2018,"6,600.19","6,675.06","6,576.04","6,652.23","3,979,460,000","115,162,906,843"
10/7/2018,"6,590.68","6,641.49","6,557.04","6,602.95","3,306,630,000","114,298,880,311"
10/6/2018,"6,622.45","6,628.54","6,577.80","6,588.31","3,259,740,000","114,033,598,927"
10/5/2018,"6,574.15","6,623.62","6,557.41","6,622.48","3,671,500,000","114,614,764,674"
10/4/2018,"6,497.91","6,603.31","6,497.91","6,576.69","3,838,410,000","113,811,343,543"
10/3/2018,"6,553.86","6,571.46","6,454.03","6,502.59","3,887,310,000","112,516,993,837"
10/2/2018,"6,593.24","6,611.84","6,537.90","6,556.10","3,979,260,000","113,431,019,760"
10/1/2018,"6,619.85","6,653.30","6,549.08","6,589.62","4,000,970,000","113,999,846,113"
9/30/2018,"6,604.71","6,643.78","6,566.54","6,625.56","4,002,280,000","114,608,519,470"
9/29/2018,"6,643.10","6,643.10","6,511.65","6,601.96","4,363,690,000","114,186,839,964"
9/28/2018,"6,678.75","6,785.03","6,598.32","6,644.13","5,014,430,000","114,903,584,220"
9/27/2018,"6,495.29","6,712.10","6,464.95","6,676.75","4,606,810,000","115,454,861,756"
9/26/2018,"6,452.79","6,585.91","6,397.89","6,495.00","4,437,300,000","112,300,336,125"
9/25/2018,"6,603.64","6,603.64","6,381.86","6,446.47","4,726,180,000","111,450,035,114"
9/24/2018,"6,704.77","6,713.56","6,580.90","6,595.41","4,177,310,000","114,011,060,309"
9/23/2018,"6,715.32","6,766.15","6,679.42","6,710.63","4,197,500,000","115,990,387,532"
9/22/2018,"6,735.05","6,814.56","6,616.80","6,721.98","4,509,660,000","116,173,876,360"
9/21/2018,"6,513.87","6,794.33","6,496.36","6,734.95","6,531,940,000","116,385,068,032"
9/20/2018,"6,398.85","6,529.26","6,395.95","6,519.67","4,348,110,000","112,653,130,183"
9/19/2018,"6,371.85","6,448.46","6,208.34","6,398.54","4,431,340,000","110,547,735,544"
9/18/2018,"6,280.91","6,384.18","6,265.71","6,371.30","4,180,090,000","110,064,685,348"
9/17/2018,"6,514.06","6,540.21","6,257.52","6,281.20","3,910,780,000","108,497,127,334"
9/16/2018,"6,536.68","6,544.33","6,460.10","6,517.18","3,273,730,000","112,562,367,224"
9/15/2018,"6,509.40","6,561.72","6,493.55","6,543.20","3,216,300,000","113,000,324,618"
9/14/2018,"6,515.41","6,596.10","6,456.17","6,512.71","4,076,220,000","112,462,453,186"
9/13/2018,"6,354.24","6,535.41","6,354.24","6,517.31","4,210,910,000","112,530,970,182"
9/12/2018,"6,317.01","6,363.87","6,265.09","6,351.80","4,064,230,000","109,661,521,297"
9/11/2018,"6,331.88","6,398.92","6,260.21","6,321.20","3,849,910,000","109,119,948,884"
9/10/2018,"6,301.57","6,374.98","6,292.76","6,329.70","3,714,100,000","109,255,603,474"
9/9/2018,"6,223.38","6,446.26","6,201.22","6,300.86","3,671,890,000","108,747,090,915"
9/8/2018,"6,460.17","6,534.25","6,197.52","6,225.98","3,835,060,000","107,442,122,871"
9/7/2018,"6,528.92","6,555.29","6,396.87","6,467.07","4,264,680,000","111,590,424,587"
9/6/2018,"6,755.14","6,755.14","6,404.72","6,529.17","5,523,470,000","112,649,565,532"
9/5/2018,"7,361.46","7,388.43","6,792.83","6,792.83","5,800,460,000","117,185,657,641"
9/4/2018,"7,263.00","7,388.26","7,255.44","7,361.66","4,273,640,000","126,986,882,925"
9/3/2018,"7,279.03","7,317.94","7,208.15","7,260.06","4,087,760,000","125,222,785,390"
9/2/2018,"7,189.58","7,306.31","7,132.16","7,272.72","4,329,540,000","125,427,780,027"
9/1/2018,"7,044.81","7,242.29","7,038.05","7,193.25","4,116,050,000","124,044,625,438"
8/31/2018,"6,973.97","7,057.17","6,920.16","7,037.58","4,495,650,000","121,346,613,238"
8/30/2018,"7,043.76","7,072.69","6,834.69","6,978.23","4,463,250,000","120,309,828,156"
8/29/2018,"7,091.71","7,113.30","6,970.82","7,047.16","4,145,880,000","121,484,666,374"
8/28/2018,"6,891.08","7,109.56","6,882.34","7,096.28","4,659,940,000","122,319,195,736"
8/27/2018,"6,710.80","6,884.64","6,689.71","6,884.64","4,019,000,000","118,657,885,712"
8/26/2018,"6,754.64","6,774.75","6,620.75","6,707.26","3,295,500,000","115,585,205,491"
8/25/2018,"6,719.95","6,789.63","6,700.96","6,763.19","3,312,600,000","116,534,497,933"
8/24/2018,"6,551.52","6,719.96","6,498.64","6,719.96","4,097,820,000","115,778,358,839"
8/23/2018,"6,371.34","6,546.54","6,371.34","6,534.88","3,426,180,000","112,577,436,411"
8/22/2018,"6,486.25","6,816.79","6,310.11","6,376.71","4,668,110,000","109,840,902,181"
8/21/2018,"6,301.07","6,500.87","6,298.24","6,488.76","3,377,180,000","111,758,100,192"
8/20/2018,"6,500.51","6,536.92","6,297.93","6,308.53","3,665,100,000","108,642,191,682"
8/19/2018,"6,422.57","6,537.98","6,361.55","6,506.07","3,311,170,000","112,031,838,393"
8/18/2018,"6,583.43","6,617.35","6,353.73","6,423.76","3,984,520,000","110,603,014,928"
8/17/2018,"6,340.91","6,582.50","6,324.97","6,580.63","4,992,990,000","113,290,724,406"
8/16/2018,"6,294.23","6,473.50","6,276.41","6,334.73","4,328,420,000","109,045,250,379"
8/15/2018,"6,221.42","6,588.49","6,221.42","6,308.52","4,895,450,000","108,581,773,101"
8/14/2018,"6,287.66","6,287.94","5,971.05","6,199.71","5,301,700,000","106,696,389,129"
8/13/2018,"6,341.36","6,537.05","6,225.72","6,297.57","4,083,980,000","108,369,686,635"
8/12/2018,"6,283.65","6,409.85","6,237.50","6,322.69","5,665,250,000","108,790,259,014"
8/11/2018,"6,185.79","6,455.74","6,109.03","6,295.73","4,047,850,000","108,314,257,212"
8/10/2018,"6,571.42","6,591.26","6,124.52","6,184.71","4,528,680,000","106,390,927,598"
8/9/2018,"6,305.56","6,625.73","6,249.07","6,568.23","4,267,040,000","112,973,963,230"
8/8/2018,"6,746.85","6,746.85","6,226.22","6,305.80","5,064,430,000","108,448,409,560"
8/7/2018,"6,958.32","7,146.56","6,748.24","6,753.12","4,682,800,000","116,128,339,800"
8/6/2018,"7,062.94","7,166.55","6,890.54","6,951.80","3,925,900,000","119,531,508,535"
8/5/2018,"7,031.08","7,102.77","6,940.70","7,068.48","3,679,110,000","121,526,079,384"
8/4/2018,"7,438.67","7,497.49","6,984.07","7,032.85","4,268,390,000","120,899,698,889"
8/3/2018,"7,562.14","7,562.14","7,328.65","7,434.39","4,627,150,000","127,785,826,655"
8/2/2018,"7,634.19","7,712.77","7,523.44","7,567.15","4,214,110,000","130,052,066,760"
8/1/2018,"7,769.04","7,769.04","7,504.95","7,624.91","4,797,620,000","131,030,166,771"
7/31/2018,"8,181.20","8,181.53","7,696.93","7,780.44","5,287,530,000","133,688,476,220"
7/30/2018,"8,221.58","8,235.50","7,917.50","8,180.48","5,551,400,000","140,547,190,784"
7/29/2018,"8,205.82","8,272.26","8,141.18","8,218.46","4,107,190,016","141,185,844,808"
7/28/2018,"8,169.06","8,222.85","8,110.77","8,192.15","3,988,750,080","140,716,560,550"
7/27/2018,"7,950.40","8,262.66","7,839.76","8,165.01","5,195,879,936","140,235,573,607"
7/26/2018,"8,176.85","8,290.33","7,878.71","7,951.58","4,899,089,920","136,553,079,708"
7/25/2018,"8,379.66","8,416.87","8,086.36","8,181.39","5,845,400,064","140,482,950,401"
7/24/2018,"7,716.51","8,424.27","7,705.50","8,424.27","7,277,689,856","144,634,918,474"
7/23/2018,"7,414.71","7,771.50","7,409.10","7,711.11","5,132,480,000","132,375,368,459"
7/22/2018,"7,417.80","7,537.95","7,383.82","7,418.49","3,695,460,096","127,336,615,249"
7/21/2018,"7,352.72","7,437.64","7,262.41","7,419.29","3,726,609,920","127,333,468,174"
7/20/2018,"7,467.40","7,594.67","7,323.26","7,354.13","4,936,869,888","126,202,570,251"
7/19/2018,"7,378.20","7,494.46","7,295.46","7,466.86","5,111,629,824","128,122,730,711"
7/18/2018,"7,315.32","7,534.99","7,280.47","7,370.78","6,103,410,176","126,458,165,406"
7/17/2018,"6,739.65","7,387.24","6,684.17","7,321.04","5,961,950,208","125,588,963,706"
7/16/2018,"6,357.01","6,741.75","6,357.01","6,741.75","4,725,799,936","115,638,203,962"
7/15/2018,"6,272.70","6,403.46","6,256.51","6,359.64","3,285,459,968","109,074,579,938"
7/14/2018,"6,247.50","6,298.19","6,212.22","6,276.12","2,923,670,016","107,631,453,835"
7/13/2018,"6,235.03","6,310.55","6,192.24","6,238.05","3,805,400,064","106,968,440,793"
7/12/2018,"6,396.78","6,397.10","6,136.42","6,228.81","3,770,170,112","106,798,864,820"
7/11/2018,"6,330.77","6,444.96","6,330.47","6,394.71","3,644,859,904","109,631,867,446"
7/10/2018,"6,739.21","6,767.74","6,320.72","6,329.95","4,052,430,080","108,511,009,626"
7/9/2018,"6,775.08","6,838.68","6,724.34","6,741.75","3,718,129,920","115,557,889,495"
7/8/2018,"6,857.80","6,885.91","6,747.98","6,773.88","3,386,210,048","116,097,021,279"
7/7/2018,"6,668.71","6,863.99","6,579.24","6,856.93","3,961,080,064","117,506,606,000"
